基因	关系	通路
NFKB1	相关通路	Pathway::WP69_r79955
HTR7	相关通路	Pathway::WP3594_r84573
DLD	相关通路	Pathway::WP78_r70014
PLK1	相关通路	Pathway::PC7_6464
FASN	相关通路	Pathway::PC7_8424
COL1A2	相关通路	Pathway::WP306_r80308
HLA-A	相关通路	Pathway::PC7_7788
ITGB4	相关通路	Pathway::PC7_7717
HDAC1	相关通路	Pathway::PC7_4112
DHFR	相关通路	Pathway::PC7_5528
TGFB1	相关通路	Pathway::PC7_8328
BRCA1	相关通路	Pathway::PC7_5273
SH3GL2	相关通路	Pathway::PC7_6958
CALM1	相关通路	Pathway::PC7_8665
PSMB4	相关通路	Pathway::PC7_8766
RPS28	相关通路	Pathway::PC7_8331
ACTR3	相关通路	Pathway::PC7_3421
CREB1	相关通路	Pathway::PC7_5561
PLAUR	相关通路	Pathway::PC7_6540
FASLG	相关通路	Pathway::PC7_3016
JUN	相关通路	Pathway::PC7_6958
ATM	相关通路	Pathway::WP707_r82937
PIK3R2	相关通路	Pathway::PC7_3884
SIN3A	相关通路	Pathway::WP2446_r84651
FCER2	相关通路	Pathway::PC7_7465
LCK	相关通路	Pathway::WP585_r80201
CYP1A2	相关通路	Pathway::WP702_r73516
PTGIS	相关通路	Pathway::PC7_3664
STAT5B	相关通路	Pathway::PC7_7462
ACP5	相关通路	Pathway::PC7_8721
CYP2C19	相关通路	Pathway::WP2875_r79890
CD3D	相关通路	Pathway::PC7_4689
IL2	相关通路	Pathway::PC7_4594
BRAF	相关通路	Pathway::PC7_7463
TNF	相关通路	Pathway::PC7_3327
DIABLO	相关通路	Pathway::WP1772_r84701
IRS1	相关通路	Pathway::PC7_7478
CASP8	相关通路	Pathway::WP382_r79951
E2F1	相关通路	Pathway::PC7_4005
NSDHL	相关通路	Pathway::WP197_r81059
EGR1	相关通路	Pathway::PC7_4771
MAPK1	相关通路	Pathway::PC7_7264
MLN	相关通路	Pathway::PC7_7439
CCND1	相关通路	Pathway::PC7_5528
ZEB2	相关通路	Pathway::WP560_r83868
TGFB3	相关通路	Pathway::PC7_4449
PRKCA	相关通路	Pathway::PC7_3327
IYD	相关通路	Pathway::PC7_8274
PIK3R1	相关通路	Pathway::WP205_r80223
UROD	相关通路	Pathway::WP561_r72035
TACR3	相关通路	Pathway::PC7_4107
OPRK1	相关通路	Pathway::PC7_4044
IKBKG	相关通路	Pathway::WP195_r79965
EPO	相关通路	Pathway::WP581_r67199
PDPK1	相关通路	Pathway::PC7_8430
RXRA	相关通路	Pathway::PC7_6828
NKX3-1	相关通路	Pathway::PC7_2698
CYP11B2	相关通路	Pathway::WP237_r78497
ACACA	相关通路	Pathway::PC7_2103
CALM1	相关通路	Pathway::PC7_7443
MYC	相关通路	Pathway::PC7_8678
PRKACA	相关通路	Pathway::PC7_2534
PC	相关通路	Pathway::PC7_4207
PIK3CA	相关通路	Pathway::PC7_2373
CREBBP	相关通路	Pathway::PC7_6561
UBB	相关通路	Pathway::PC7_1671
DUOX2	相关通路	Pathway::WP1433_r83527
MDM2	相关通路	Pathway::WP710_r79974
CTNNA1	相关通路	Pathway::PC7_3360
RPS27A	相关通路	Pathway::PC7_5528
AKT1	相关通路	Pathway::PC7_8208
NFKB2	相关通路	Pathway::PC7_1517
NKX3-1	相关通路	Pathway::WP706_r80056
DDC	相关通路	Pathway::WP2855_r79211
QDPR	相关通路	Pathway::PC7_6443
ADCY8	相关通路	Pathway::PC7_4741
UCP3	相关通路	Pathway::PC7_8229
EGF	相关通路	Pathway::PC7_3328
ENO2	相关通路	Pathway::PC7_3278
SFN	相关通路	Pathway::PC7_4938
SP1	相关通路	Pathway::WP289_r81078
FBLN5	相关通路	Pathway::PC7_5537
NPY	相关通路	Pathway::PC7_2620
HRH2	相关通路	Pathway::PC7_4043
SMAD2	相关通路	Pathway::PC7_6900
MAPK1	相关通路	Pathway::WP734_r74438
AKT1	相关通路	Pathway::WP185_r80036
PYGL	相关通路	Pathway::PC7_2500
IGF2	相关通路	Pathway::PC7_6887
FSHR	相关通路	Pathway::WP117_r82985
FGB	相关通路	Pathway::PC7_3958
TNNC1	相关通路	Pathway::WP383_r80200
NFATC3	相关通路	Pathway::PC7_3884
ARF1	相关通路	Pathway::PC7_5869
ADRB3	相关通路	Pathway::PC7_4043
CDKN1B	相关通路	Pathway::WP615_r81193
CREB1	相关通路	Pathway::WP2032_r79960
MAPK3	相关通路	Pathway::WP2355_r79973
CEBPB	相关通路	Pathway::WP410_r84683
RHOA	相关通路	Pathway::PC7_12280
CA5B	相关通路	Pathway::PC7_5322
NFKB2	相关通路	Pathway::PC7_5995
RAC2	相关通路	Pathway::PC7_11018
MAPK12	相关通路	Pathway::PC7_12268
ITGB1	相关通路	Pathway::PC7_7495
MAPK3	相关通路	Pathway::PC7_7448
GAMT	相关通路	Pathway::PC7_5322
HRAS	相关通路	Pathway::PC7_4940
PSMB4	相关通路	Pathway::PC7_3278
LIG1	相关通路	Pathway::PC7_3776
PSMB4	相关通路	Pathway::PC7_6877
RPS27A	相关通路	Pathway::PC7_2950
RELA	相关通路	Pathway::PC7_7488
COL3A1	相关通路	Pathway::WP306_r80308
MAPK13	相关通路	Pathway::WP382_r79951
HSP90AB1	相关通路	Pathway::WP2884_r83041
EP300	相关通路	Pathway::PC7_4308
JAK2	相关通路	Pathway::WP2332_r79525
CD274	相关通路	Pathway::PC7_4688
SERPINE1	相关通路	Pathway::PC7_12279
ACACA	相关通路	Pathway::PC7_3017
TYK2	相关通路	Pathway::PC7_3983
SYK	相关通路	Pathway::PC7_4780
APOB	相关通路	Pathway::PC7_6065
C5AR1	相关通路	Pathway::PC7_7457
EGF	相关通路	Pathway::PC7_8266
WEE1	相关通路	Pathway::PC7_4005
SMAD7	相关通路	Pathway::WP1984_r82941
PIK3R1	相关通路	Pathway::PC7_4780
CLDN4	相关通路	Pathway::PC7_2524
KRAS	相关通路	Pathway::WP1984_r82941
ABL1	相关通路	Pathway::PC7_6991
LDLR	相关通路	Pathway::PC7_5326
PYGO1	相关通路	Pathway::PC7_7483
ERBB2	相关通路	Pathway::PC7_10400
IGH	相关通路	Pathway::PC7_4688
NOS3	相关通路	Pathway::PC7_5781
RHOA	相关通路	Pathway::WP2034_r80016
JAK1	相关通路	Pathway::PC7_3884
ENPP1	相关通路	Pathway::PC7_3278
ALB	相关通路	Pathway::PC7_8357
CD3G	相关通路	Pathway::PC7_4689
HLA-A	相关通路	Pathway::PC7_3327
MEF2A	相关通路	Pathway::PC7_7439
AKT1	相关通路	Pathway::PC7_5882
CRH	相关通路	Pathway::WP2355_r79973
OXCT1	相关通路	Pathway::WP311_r68921
TLR9	相关通路	Pathway::PC7_8291
ITPR2	相关通路	Pathway::PC7_4688
ATP1A2	相关通路	Pathway::PC7_4791
MAPK7	相关通路	Pathway::PC7_5558
UGT1A8	相关通路	Pathway::PC7_6433
IFNAR2	相关通路	Pathway::PC7_6895
EPHX2	相关通路	Pathway::PC7_7761
CHUK	相关通路	Pathway::PC7_4778
ACOX1	相关通路	Pathway::PC7_5326
HSPG2	相关通路	Pathway::PC7_5322
MAP2K2	相关通路	Pathway::WP127_r78498
HPGD	相关通路	Pathway::PC7_1693
SMAD3	相关通路	Pathway::PC7_7796
CCND1	相关通路	Pathway::WP710_r79974
DIO2	相关通路	Pathway::PC7_5322
PRKCQ	相关通路	Pathway::PC7_3280
REN	相关通路	Pathway::PC7_6395
DPP4	相关通路	Pathway::PC7_7768
IL6	相关通路	Pathway::WP3287_r84570
PTGES	相关通路	Pathway::PC7_5322
COL4A1	相关通路	Pathway::PC7_1812
VIM	相关通路	Pathway::WP2431_r84650
MAPK1	相关通路	Pathway::PC7_4583
CREB1	相关通路	Pathway::WP1984_r82941
VCP	相关通路	Pathway::PC7_2532
CYP1A2	相关通路	Pathway::PC7_1581
GABRA1	相关通路	Pathway::PC7_4014
NOTCH2	相关通路	Pathway::PC7_4112
HLA-C	相关通路	Pathway::PC7_4741
RPS27A	相关通路	Pathway::PC7_6877
ABCC3	相关通路	Pathway::WP299_r78587
SPARC	相关通路	Pathway::PC7_4449
IFNA2	相关通路	Pathway::PC7_4771
CTDSP1	相关通路	Pathway::PC7_6900
HADHA	相关通路	Pathway::PC7_2067
HLA-DPB1	相关通路	Pathway::PC7_5157
RPS27A	相关通路	Pathway::PC7_7484
RAC2	相关通路	Pathway::PC7_4639
TFRC	相关通路	Pathway::PC7_4806
PSMB8	相关通路	Pathway::PC7_11385
EIF2S1	相关通路	Pathway::PC7_8631
FGFR3	相关通路	Pathway::PC7_6153
MAPK8	相关通路	Pathway::PC7_4161
NFKBIA	相关通路	Pathway::WP2203_r78549
CHUK	相关通路	Pathway::WP2324_r78487
ARF1	相关通路	Pathway::WP2377_r80437
E2F1	相关通路	Pathway::PC7_2832
BMP4	相关通路	Pathway::WP560_r83868
IL17A	相关通路	Pathway::WP69_r79955
PPP3CA	相关通路	Pathway::WP35_r79952
ADRB2	相关通路	Pathway::PC7_4043
PTK2	相关通路	Pathway::PC7_1684
TUBB4A	相关通路	Pathway::PC7_6065
POMC	相关通路	Pathway::PC7_2905
ERBB2	相关通路	Pathway::PC7_3320
ACTN1	相关通路	Pathway::PC7_5968
SLC25A4	相关通路	Pathway::PC7_4768
PSMB8	相关通路	Pathway::PC7_7439
EGFR	相关通路	Pathway::WP2261_r81197
FYN	相关通路	Pathway::PC7_3417
PSEN2	相关通路	Pathway::WP61_r78592
CXCL5	相关通路	Pathway::PC7_6396
ADRA2B	相关通路	Pathway::PC7_6512
PSEN2	相关通路	Pathway::PC7_4938
CDKN2A	相关通路	Pathway::PC7_1123
YWHAB	相关通路	Pathway::PC7_4112
F11R	相关通路	Pathway::PC7_2525
PRKAR2B	相关通路	Pathway::WP35_r79952
ITGB1	相关通路	Pathway::PC7_3902
RELA	相关通路	Pathway::WP2324_r78487
PLK1	相关通路	Pathway::PC7_2829
UBB	相关通路	Pathway::PC7_1517
KNG1	相关通路	Pathway::PC7_7719
PSEN2	相关通路	Pathway::PC7_966
CDKN1B	相关通路	Pathway::WP2446_r84651
E2F1	相关通路	Pathway::PC7_1524
MTOR	相关通路	Pathway::PC7_2679
PDGFA	相关通路	Pathway::PC7_6149
MGST1	相关通路	Pathway::PC7_5322
HRH2	相关通路	Pathway::PC7_4480
SGK1	相关通路	Pathway::PC7_4745
MAPK1	相关通路	Pathway::PC7_3886
FTH1	相关通路	Pathway::PC7_5307
FYN	相关通路	Pathway::PC7_6510
GRB2	相关通路	Pathway::PC7_6511
PHYH	相关通路	Pathway::PC7_5326
CYP7A1	相关通路	Pathway::WP2289_r78511
ITPR1	相关通路	Pathway::PC7_3884
MAPK1	相关通路	Pathway::PC7_1517
GJA1	相关通路	Pathway::PC7_6045
CS	相关通路	Pathway::PC7_2610
TGFA	相关通路	Pathway::PC7_3697
TYK2	相关通路	Pathway::PC7_5558
RAD51	相关通路	Pathway::PC7_4488
PTGER2	相关通路	Pathway::PC7_3994
SLC2A2	相关通路	Pathway::PC7_5322
ACACA	相关通路	Pathway::PC7_3878
CST3	相关通路	Pathway::WP2377_r80437
MAPK8	相关通路	Pathway::PC7_12271
DRD2	相关通路	Pathway::WP666_r68893
SERPINE1	相关通路	Pathway::PC7_4112
NR4A1	相关通路	Pathway::PC7_1877
FGFR2	相关通路	Pathway::PC7_4664
VEGFA	相关通路	Pathway::PC7_2076
CDC42	相关通路	Pathway::PC7_7425
UBB	相关通路	Pathway::PC7_7024
PRKAR2B	相关通路	Pathway::PC7_7443
CDK5	相关通路	Pathway::PC7_3869
ITPR1	相关通路	Pathway::PC7_7443
PSME3	相关通路	Pathway::PC7_2623
TNFRSF10B	相关通路	Pathway::WP707_r82937
MTOR	相关通路	Pathway::PC7_2926
PIK3R1	相关通路	Pathway::PC7_7497
IRS1	相关通路	Pathway::PC7_7443
ACSL1	相关通路	Pathway::PC7_5326
GPX1	相关通路	Pathway::WP15_r82705
FOS	相关通路	Pathway::PC7_2440
RPS6KA3	相关通路	Pathway::PC7_8054
PRKCB	相关通路	Pathway::PC7_4215
FGFR3	相关通路	Pathway::PC7_3278
JAK1	相关通路	Pathway::WP619_r71168
E2F1	相关通路	Pathway::WP2261_r81197
PDGFA	相关通路	Pathway::PC7_6157
FSHR	相关通路	Pathway::WP24_r79999
RELA	相关通路	Pathway::PC7_4611
PLN	相关通路	Pathway::PC7_8339
CNGA1	相关通路	Pathway::PC7_8231
ITPR2	相关通路	Pathway::PC7_4001
GPX1	相关通路	Pathway::PC7_1693
CITED1	相关通路	Pathway::PC7_6913
PLIN2	相关通路	Pathway::PC7_6203
GNAS	相关通路	Pathway::WP2032_r79960
CDC42	相关通路	Pathway::PC7_4994
AKT2	相关通路	Pathway::PC7_1877
CD247	相关通路	Pathway::PC7_4492
CDK7	相关通路	Pathway::PC7_2521
HADHA	相关通路	Pathway::PC7_2066
PRKDC	相关通路	Pathway::PC7_1883
MAPK1	相关通路	Pathway::WP2036_r84527
PDGFRA	相关通路	Pathway::PC7_7475
NRAS	相关通路	Pathway::PC7_2372
PRKAR2B	相关通路	Pathway::PC7_7445
GRB2	相关通路	Pathway::PC7_7437
GSN	相关通路	Pathway::WP615_r81193
CXCL5	相关通路	Pathway::PC7_4044
IRS1	相关通路	Pathway::PC7_4762
CREBBP	相关通路	Pathway::PC7_4449
GRB2	相关通路	Pathway::PC7_7265
KRAS	相关通路	Pathway::PC7_5697
IL6	相关通路	Pathway::PC7_1123
PER1	相关通路	Pathway::PC7_2582
FYN	相关通路	Pathway::PC7_7482
ITPR1	相关通路	Pathway::PC7_4449
TPO	相关通路	Pathway::PC7_8274
PTGER3	相关通路	Pathway::PC7_2620
IL1B	相关通路	Pathway::WP2059_r82906
ADRA1A	相关通路	Pathway::WP455_r81793
CDKN1A	相关通路	Pathway::WP1971_r82939
MAP2K4	相关通路	Pathway::WP195_r79965
IRS1	相关通路	Pathway::WP2034_r80016
FTL	相关通路	Pathway::PC7_2630
PAK1	相关通路	Pathway::PC7_2701
GNA12	相关通路	Pathway::PC7_4043
CTNNA1	相关通路	Pathway::PC7_7496
FYN	相关通路	Pathway::PC7_5884
SLC7A9	相关通路	Pathway::PC7_2525
ID1	相关通路	Pathway::PC7_2532
CD86	相关通路	Pathway::PC7_2926
PIK3R2	相关通路	Pathway::PC7_4780
NR2F1	相关通路	Pathway::PC7_4112
PCK1	相关通路	Pathway::PC7_4162
APOC2	相关通路	Pathway::PC7_4992
MAPK1	相关通路	Pathway::PC7_8061
PRLR	相关通路	Pathway::PC7_6616
GRB2	相关通路	Pathway::PC7_2907
EIF2S1	相关通路	Pathway::PC7_6966
ITPR1	相关通路	Pathway::PC7_5948
VEGFA	相关通路	Pathway::PC7_3418
NAGLU	相关通路	Pathway::PC7_2500
INS	相关通路	Pathway::PC7_5322
HRAS	相关通路	Pathway::PC7_7268
CD86	相关通路	Pathway::PC7_6994
MAP2K1	相关通路	Pathway::PC7_4061
MAP1B	相关通路	Pathway::PC7_5885
HDAC4	相关通路	Pathway::PC7_7489
PDHB	相关通路	Pathway::PC7_6917
GFRA1	相关通路	Pathway::PC7_1863
PPARA	相关通路	Pathway::PC7_4112
JAK2	相关通路	Pathway::PC7_8054
RPS27A	相关通路	Pathway::PC7_5972
SPP1	相关通路	Pathway::PC7_4758
FGB	相关通路	Pathway::WP558_r79680
FGF8	相关通路	Pathway::PC7_7449
FYN	相关通路	Pathway::PC7_4688
PIK3R1	相关通路	Pathway::PC7_4611
CDC42	相关通路	Pathway::PC7_6957
PTGES	相关通路	Pathway::WP167_r82702
PIK3CA	相关通路	Pathway::PC7_6512
PTK2	相关通路	Pathway::WP185_r80036
EGF	相关通路	Pathway::PC7_6180
TUBA1A	相关通路	Pathway::PC7_5029
GNAI1	相关通路	Pathway::PC7_5887
SLC25A13	相关通路	Pathway::PC7_5330
MAPK8	相关通路	Pathway::WP2355_r79973
IKBKB	相关通路	Pathway::WP254_r84652
SUOX	相关通路	Pathway::PC7_1629
UGT1A10	相关通路	Pathway::WP698_r79224
TXNIP	相关通路	Pathway::PC7_8226
RELA	相关通路	Pathway::PC7_1851
NRAS	相关通路	Pathway::PC7_2624
PLA2G2A	相关通路	Pathway::WP2431_r84650
GSN	相关通路	Pathway::PC7_1689
BAK1	相关通路	Pathway::PC7_3277
MTNR1B	相关通路	Pathway::PC7_4044
TUBA1A	相关通路	Pathway::PC7_12279
MAPK1	相关通路	Pathway::PC7_7268
IKBKG	相关通路	Pathway::WP1449_r81172
MTOR	相关通路	Pathway::PC7_3699
RPS27A	相关通路	Pathway::PC7_6921
C1S	相关通路	Pathway::PC7_2629
MAPK3	相关通路	Pathway::PC7_7718
APAF1	相关通路	Pathway::PC7_12281
BMF	相关通路	Pathway::PC7_1524
SHH	相关通路	Pathway::WP2804_r79882
SHH	相关通路	Pathway::WP2858_r83015
STAT5B	相关通路	Pathway::PC7_4688
PIK3R2	相关通路	Pathway::WP205_r80223
CDKN1B	相关通路	Pathway::PC7_6157
APOD	相关通路	Pathway::PC7_8339
HLA-DRB1	相关通路	Pathway::PC7_7787
PDPK1	相关通路	Pathway::WP2795_r78544
HCAR2	相关通路	Pathway::PC7_4043
GPI	相关通路	Pathway::WP1946_r79691
CD247	相关通路	Pathway::PC7_4594
POMC	相关通路	Pathway::PC7_5330
LAMA3	相关通路	Pathway::PC7_2524
PSME3	相关通路	Pathway::PC7_3326
CYP2C19	相关通路	Pathway::PC7_6432
E2F1	相关通路	Pathway::PC7_3362
TNFRSF11A	相关通路	Pathway::WP2018_r79959
TYK2	相关通路	Pathway::PC7_1517
MAP2K1	相关通路	Pathway::WP366_r84196
NDUFS8	相关通路	Pathway::PC7_8229
TYMS	相关通路	Pathway::PC7_5528
RPLP2	相关通路	Pathway::PC7_3772
ADCY8	相关通路	Pathway::PC7_7458
MAPK3	相关通路	Pathway::PC7_4449
GRB2	相关通路	Pathway::PC7_7494
PMAIP1	相关通路	Pathway::PC7_1540
ALOX12	相关通路	Pathway::PC7_5322
CASP2	相关通路	Pathway::PC7_5995
LCK	相关通路	Pathway::PC7_2925
TUBA1A	相关通路	Pathway::PC7_4011
GSK3B	相关通路	Pathway::PC7_6876
PGR	相关通路	Pathway::PC7_4112
C5	相关通路	Pathway::PC7_4688
HLA-C	相关通路	Pathway::PC7_2925
PTPN11	相关通路	Pathway::PC7_7266
IL6ST	相关通路	Pathway::WP2332_r79525
FBP1	相关通路	Pathway::PC7_4207
CHRM2	相关通路	Pathway::WP706_r80056
CYP24A1	相关通路	Pathway::PC7_5322
PRKCB	相关通路	Pathway::PC7_4638
GNAI1	相关通路	Pathway::PC7_7269
JAK1	相关通路	Pathway::WP2034_r80016
ITGA2B	相关通路	Pathway::PC7_6514
INS	相关通路	Pathway::PC7_4749
KCNH2	相关通路	Pathway::WP706_r80056
PRKACA	相关通路	Pathway::PC7_3060
IRS1	相关通路	Pathway::PC7_7446
HDAC1	相关通路	Pathway::PC7_3278
IGF1R	相关通路	Pathway::PC7_6507
CDC20	相关通路	Pathway::PC7_7231
SRC	相关通路	Pathway::PC7_6507
MAP2K2	相关通路	Pathway::WP2203_r78549
ITGB1	相关通路	Pathway::PC7_8639
RPS27A	相关通路	Pathway::PC7_3427
PCOLCE	相关通路	Pathway::PC7_2668
RPS19	相关通路	Pathway::PC7_3972
CDC20	相关通路	Pathway::PC7_4688
PFN1	相关通路	Pathway::PC7_6514
NR1H4	相关通路	Pathway::PC7_8339
PMAIP1	相关通路	Pathway::PC7_8677
TLR2	相关通路	Pathway::WP2865_r81650
CTNNB1	相关通路	Pathway::PC7_1573
KRAS	相关通路	Pathway::PC7_7443
HRAS	相关通路	Pathway::PC7_7494
NR4A1	相关通路	Pathway::WP170_r71083
PSEN2	相关通路	Pathway::PC7_3415
CBS	相关通路	Pathway::WP1589_r82223
BTK	相关通路	Pathway::PC7_6896
CSNK1A1	相关通路	Pathway::WP363_r78571
NRAS	相关通路	Pathway::PC7_7482
NGF	相关通路	Pathway::PC7_7503
B2M	相关通路	Pathway::PC7_1669
HNF4A	相关通路	Pathway::WP1403_r79471
GABRA1	相关通路	Pathway::PC7_5890
BCL2L1	相关通路	Pathway::PC7_4637
CDKN1B	相关通路	Pathway::PC7_1877
NRAS	相关通路	Pathway::PC7_4062
PSTPIP1	相关通路	Pathway::PC7_4688
S100B	相关通路	Pathway::PC7_8057
MAPK10	相关通路	Pathway::PC7_4819
FYN	相关通路	Pathway::PC7_3415
PIK3CA	相关通路	Pathway::WP3303_r83781
SCN8A	相关通路	Pathway::PC7_4765
SLC7A9	相关通路	Pathway::PC7_8354
FKBP1A	相关通路	Pathway::WP536_r80211
MYC	相关通路	Pathway::WP127_r78498
CASP9	相关通路	Pathway::PC7_7439
MAX	相关通路	Pathway::PC7_8677
RELA	相关通路	Pathway::PC7_6066
FGFR1	相关通路	Pathway::PC7_3864
HDAC4	相关通路	Pathway::WP179_r70629
MDM2	相关通路	Pathway::PC7_7439
ADAM10	相关通路	Pathway::PC7_3415
SEC24C	相关通路	Pathway::PC7_6540
TCF7	相关通路	Pathway::PC7_6815
RAD51	相关通路	Pathway::WP186_r68935
GRB2	相关通路	Pathway::WP437_r79266
ITGB1	相关通路	Pathway::PC7_4917
PDE11A	相关通路	Pathway::PC7_4449
SLC7A5	相关通路	Pathway::PC7_2035
NCOR1	相关通路	Pathway::PC7_6203
UBB	相关通路	Pathway::PC7_5559
GZMB	相关通路	Pathway::WP623_r79961
PLAT	相关通路	Pathway::PC7_2078
TNFRSF1B	相关通路	Pathway::WP254_r84652
BAX	相关通路	Pathway::PC7_8677
LBP	相关通路	Pathway::PC7_8295
YWHAZ	相关通路	Pathway::WP536_r80211
IKBKG	相关通路	Pathway::PC7_4588
STAT3	相关通路	Pathway::WP733_r74441
SFN	相关通路	Pathway::PC7_10400
IKBKG	相关通路	Pathway::WP262_r84487
BAX	相关通路	Pathway::WP2034_r80016
F8	相关通路	Pathway::WP558_r79680
KIT	相关通路	Pathway::WP2946_r83779
HSPA2	相关通路	Pathway::PC7_5273
CCK	相关通路	Pathway::PC7_4043
IL6	相关通路	Pathway::PC7_2532
CD3G	相关通路	Pathway::PC7_2701
PTPN11	相关通路	Pathway::PC7_2925
PRKAG2	相关通路	Pathway::PC7_4690
PIK3R1	相关通路	Pathway::PC7_4688
MAOA	相关通路	Pathway::WP3298_r84382
HRH2	相关通路	Pathway::PC7_1624
GRB2	相关通路	Pathway::PC7_4613
NRAS	相关通路	Pathway::PC7_7449
EGR1	相关通路	Pathway::WP734_r74438
ABL1	相关通路	Pathway::PC7_4449
RAC1	相关通路	Pathway::PC7_3415
HLA-B	相关通路	Pathway::PC7_2907
MAPK1	相关通路	Pathway::PC7_5876
MBTPS2	相关通路	Pathway::PC7_5326
PDE8B	相关通路	Pathway::PC7_7439
PRKDC	相关通路	Pathway::PC7_2625
PIK3R2	相关通路	Pathway::WP61_r78592
IL10	相关通路	Pathway::WP2328_r84648
MYB	相关通路	Pathway::WP706_r80056
UBB	相关通路	Pathway::PC7_2582
CDK7	相关通路	Pathway::PC7_2830
FGF7	相关通路	Pathway::PC7_4749
CD3D	相关通路	Pathway::PC7_6128
CXCL8	相关通路	Pathway::PC7_8679
B4GALT4	相关通路	Pathway::PC7_4874
RPS27A	相关通路	Pathway::PC7_6815
AGT	相关通路	Pathway::PC7_4044
PIK3R1	相关通路	Pathway::PC7_4012
ESR1	相关通路	Pathway::PC7_4116
BID	相关通路	Pathway::PC7_4370
ARRB1	相关通路	Pathway::PC7_6512
CCND1	相关通路	Pathway::WP2828_r79529
APOE	相关通路	Pathway::PC7_2576
RPS6KB1	相关通路	Pathway::WP364_r83783
RYR1	相关通路	Pathway::PC7_4791
TEK	相关通路	Pathway::WP1539_r79949
MMP2	相关通路	Pathway::PC7_1863
MLN	相关通路	Pathway::PC7_7457
CP	相关通路	Pathway::PC7_8339
RAF1	相关通路	Pathway::PC7_1863
SAE1	相关通路	Pathway::PC7_5330
RAC1	相关通路	Pathway::PC7_5867
LAMB1	相关通路	Pathway::PC7_10400
IKBKB	相关通路	Pathway::PC7_12281
PDGFA	相关通路	Pathway::PC7_7447
HTR2A	相关通路	Pathway::PC7_1624
EDNRB	相关通路	Pathway::PC7_6396
IL6	相关通路	Pathway::PC7_5560
SRC	相关通路	Pathway::PC7_5970
ERBB2	相关通路	Pathway::WP2377_r80437
GRB2	相关通路	Pathway::PC7_7475
MAP2K1	相关通路	Pathway::PC7_6853
IGF1R	相关通路	Pathway::WP2032_r79960
PRKCA	相关通路	Pathway::WP2377_r80437
APLNR	相关通路	Pathway::PC7_4043
CACNA1A	相关通路	Pathway::PC7_4754
MAOA	相关通路	Pathway::PC7_1622
CCND1	相关通路	Pathway::PC7_6918
CDC25A	相关通路	Pathway::PC7_4008
NCF1	相关通路	Pathway::PC7_1563
NDUFS3	相关通路	Pathway::PC7_5322
RAC1	相关通路	Pathway::PC7_6542
KCNK3	相关通路	Pathway::PC7_6543
